# NodeID	Attribute1	Attribute2	Attribute3	Attribute4	Attribute5	Attribute6	Attribute7	Attribute8	Attribute9	Attribute10	Attribute11	Attribute12	Attribute13	Attribute14	Attribute15	Attribute16	Attribute17	Attribute18	Attribute19	Attribute20	_id	OutDeg	Pagerank
2XSoNuhQULp6tg	12069	15	0	51.381169	-2.369227				L9pgaFFQULof0A	12056	Bath	FBIw8eRQULxkpqlFYQ	12602185	Somerset	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	783	1	0.000002
WwnpGs5WUbguJu8	732073	16	0	51.849713	5.865004				WwnpGs5WUbguJu8	732073	Nymegen	pT.dCNZQUL.aLMzUPQ	12592316	Nijmegen	Em9MIx9TUb77mghH	2346375	Gelderland	Exbw8apTUb6236fOVA	23424909	Netherlands	784	1	0.000002
PIBwCahWVLtJ_i4	761600	16	0	41.986665	2.826275				PIBwCahWVLtJ_i4	761600	Girona	SDvoojFQULyclWg1oQ	12602125	Gerona	buY2USBQUL8KB8CtqQ	12578034	Catalonia	oVKj1ohTUb5V1poSBg	23424950	Spain	785	1	0.000003
d_jcXZhWVLJBcj8	768021	14	0	28.512482	-16.178569				d_jcXZhWVLJBcj8	768021	Muñoz	LBCyvdpQULyeaK5FUA	12602109	Santa Cruz de Tenerife	68ErbplQUL9lSCDKBw	12578031	Canary Islands	oVKj1ohTUb5V1poSBg	23424950	Spain	786	1	0.000003
WJhfbgdWUL.JLFI	725003	15	0	45.066163	7.688863				WJhfbgdWUL.JLFI	725003	Turin	Xh0UfNJQUL.e73ff3g	12591807	Turin	307mjFpWU7_pJ_8S	7153341	Piedmont	5QqgvRVTUb7tSzaDpQ	23424853	Italy	787	2	0.000004
iZ3IH6ZTUrt.xvYu8w	20111381	14	0	45.778583	8.734495				iZ3IH6ZTUrt.xvYu8w	20111381	Bernate	zB3rQPhQUL_wsDpxBA	12591884	Varese	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	788	1	0.000003
X0NyBpZTUb8.vbI8pw	23511810	14	0	40.811227	-73.961591				.skCPTpTVr.Q3WKW	2459115	New York	eFEYI5ZQUL_VqqpXvg	12589342	Manhattan	ODHTuIhTUb75gdBu	2347591	New York	nz.gsghTUb4c2WAecA	23424977	United States	789	1	0.000002
fSfUzRBQU7rw10JO	1106028	16	0	-39.028259	146.32339				fSfUzRBQU7rw10JO	1106028	Tidal River	I_BLsIdUV7L_MYpI1w	55864273	South Gippsland	Md6gZhpTUb6Su6DT	2344705	Victoria	3fHNxEZTUb4mc08chA	23424748	Australia	790	2	0.000004
T2uJURZTWr0KYchCyA	28754269	16	0	22.631351	120.301979				e7sIdNtTUboOF6Vt	2306180	Kaohsiung City	sPfS1kpTUrqaBU3Q_A	20070570	Kaohsiung City	0xv9LNxTUroQrYAIvA	20070334	Kaohsiung City	FnYzsLVTUb7w3bcfIg	23424971	Taiwan	791	1	0.000002
1ljBu.RTV7qMPDQz	2506862	12	0	63.335371	-142.986413				1ljBu.RTV7qMPDQz	2506862	Tok	9uy4s8RQUL_BfUxucA	12587575	Southeast Fairbanks Census Area	b_WIPQFTUb5YM9kc	2347560	Alaska	nz.gsghTUb4c2WAecA	23424977	United States	792	1	0.000002
VtJTDU9TV7r1ts_s	2507891	12	0	35.155143	-118.099937							zKLN_1VQUL_aBFQfPA	12587684	Kern	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	793	1	0.000003
OR2Sy6BWUbhV474	732454	13	0	51.702246	5.290174				5lemVVdWULz.buc	726928	Den Bosch	RNoY3VlQUL.YPbo.SA	12592019	's-Hertogenbosch	CZcdAzpTUb4nECxP	2346378	North Brabant	Exbw8apTUb6236fOVA	23424909	Netherlands	794	1	0.000003
UrJ6Yd1TVrKzUJsH	2485602	16	0	35.017107	-85.340209				OjPgSKNTUb0vdiKG	2378695	Chattanooga	JskxDNxQUL8O6FkYIA	12589944	Hamilton	PgNbvuhTUb5yTgXh	2347601		nz.gsghTUb4c2WAecA	23424977	United States	795	1	0.000003
w3L3nGtTUb.B.XsE	2357286	13	0	47.320206	-122.148656				w3L3nGtTUb.B.XsE	2357286	Auburn	e4JdbCFQUL8iSf0rtg	12590456	King	jyADg3RTUb65Hnbj	2347606	Washington	nz.gsghTUb4c2WAecA	23424977	United States	796	1	0.000003
9VaRNHdTVLJPv3Q2nw	26805835	16	0	-13.516074	-71.978425							9VaRNHdTVLJPv3Q2nw	26805835	Cusco	LmF1RNxTUb65ZITr	2346475	Cusco	h54yFcpTUb6T_sbwtA	23424919	Peru	797	1	0.000003
vXQ0z9dTVrifNg6k	2424646	10	0	40.801595	-119.368171							B_2lXHlQUL.HhyRg2A	12589246	Washoe	74EpaYdTUb5b2WdO	2347587	Nevada	nz.gsghTUb4c2WAecA	23424977	United States	798	1	0.000003
UDyIREVTUrj0W5Pd.w	20220037	16	0	43.260866	-2.935702				v0b7ga9WV745BHU	754542	Bilbao	RM5_deVQULxnL5bh.A	12602136	Biscay	hKPI.U5QUL97fWOLnA	12578037	Basque Country	oVKj1ohTUb5V1poSBg	23424950	Spain	799	1	0.000003
.zgKpeFWULsD9IM	721130	12	0	40.629652	14.482212				.zgKpeFWULsD9IM	721130	Positano	wF9dd.9QUL8EQkdF_A	12591805	Salerno	Hyd6981WU7.Pj_Z0	7153333	Campania	5QqgvRVTUb7tSzaDpQ	23424853	Italy	800	1	0.000003
Dno7zsdQUL9HVpHMyw	12587687	15	0	40.421125	-120.673205							Dno7zsdQUL9HVpHMyw	12587687	Lassen	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	801	1	0.000002
bod_NCRTWr2NFdpkxg	28751373	16	0	34.083618	-118.349635				7Z5HMmpTVr4VzDpD	2442047	Los Angeles	.D8LiGdQUL_LN4aBcw	12587688	Los Angeles	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	802	1	0.000002
FfaU3MZTWr1V5OHa1Q	28751415	16	0	37.407366	-121.938709				BG4MINxTVrLjdwou	2488042	San Jose	b3n8i7RQUL_rtDiYCQ	12587712	Santa Clara	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	803	1	0.000003
ghJ5_DdTUruni8FJCA	20141344	14	0	44.067298	12.565183				ghJ5_DdTUruni8FJCA	20141344	San Giuliano A Mare	5MTHIt9QV7ppzZ3rhA	15022641	Rimini	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	804	1	0.000003
DiAHv4dUV7JZkhthpg	55859690	14	0	33.649314	-117.992391				S8JB9DpTVrjeB2ST	2425873	Huntington Beach	IRuuZctQUL8uVeI9Kg	12587699	Orange	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	805	1	0.000003
ZDlhGcZWU7nT2dw	713883	14	0	44.129523	12.252802				ZDlhGcZWU7nT2dw	713883	Cesena	w4s2sp1QUL_IN0AxYg	12591887	Forli-Cesena	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	806	1	0.000002
GZKi8PBTUbNdt7.N	2399465	14	0	43.116475	-94.677965				GZKi8PBTUbNdt7.N	2399465	Emmetsburg	tph2FGZQUL.s.51eSA	12588345	Palo Alto	sNo.TnVTUb7YS55g	2347574	Iowa	nz.gsghTUb4c2WAecA	23424977	United States	807	1	0.000002
fr.j5iRTVLL4Bs4Wag	26822156	15	0	51.052091	13.740978				Ma46orJXVr8Fmvw	645686	Dresden	mmIOMjlQUL.SwrTzCA	12596943	Stadtkreis Dresden	CmyBU1RTUb5vRPZk	2345493	Saxony	h7eZVDlTUb50Btij9Q	23424829	Germany	808	1	0.000003
VT3eospUV7MfvjUByw	55970943	15	0	37.752283	-122.417457				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	809	1	0.000002
9300OI5QVrJ61w	14859	16	0	53.141136	-4.280966				9300OI5QVrJ61w	14859	Caernarfon	lxAQMgBQULyTEjd1AQ	12602221	Gwynedd	rz2baDpQUL9yHWKSJw	12578049	Wales	cnffEpdTUb5v258BBA	23424975	United Kingdom	810	1	0.000003
qQxoG6dWUL8VPuM	725911	14	0	45.427672	9.19178				49Gidk1WU7JxrFY	718345	Milan	s74hs3JQUL.eVayfFw	12591813	Milan	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	811	1	0.000003
j21UWE9TUrg0rDDMVA	20222534	12	0	36.036676	-5.519943				j21UWE9TUrg0rDDMVA	20222534	El Cuartón	HXTtPbxQULxlsWVsRw	12602096	Cadiz	DbRw23lQUL_5EX_WEQ	12578029	Andalusia	oVKj1ohTUb5V1poSBg	23424950	Spain	812	1	0.000002
JC_Q1pNTVrjVj5zI	2424008	16	0	45.708719	-121.515022				JC_Q1pNTVrjVj5zI	2424008	Hood River	a.hZXRlQUL9ofow1sA	12589705	Hood River	nWffZiZTUb4mWuFa	2347596	Oregon	nz.gsghTUb4c2WAecA	23424977	United States	813	1	0.000002
kGb_c1FTULlyLA	22369	16	0	51.504802	-0.353021				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	814	1	0.000002
MiukHvVQV7outhIDwA	15015457	12	0	35.801873	140.125637				MiukHvVQV7outhIDwA	15015457	Inzai-shi				uBTVAJJTUb6bnNX5	2345854	Chiba Prefecture	W3QedCZTUb5Ez.rF.Q	23424856	Japan	815	1	0.000003
Pm8M3ylYVrPdOZQ	949625	12	0	35.378973	24.948835				Pm8M3ylYVrPdOZQ	949625	Fodhele	jK3nVY5QUL84XvWWww	12591114	Iraklio	TILEaBpQUL_WGX_qJw	12577885	Kriti	s1JMkOJTUb5LfB9USg	23424833	Greece	816	1	0.000002
V3lfkUlVWrx2ARQ	486720	12	0	50.040714	19.253196				EyPz1F5TVr_rxOCeUw	24548547	Gmina Chełmek	Jo86MUVQUL8WBvO1ow	12591262	Oswiecim County	NG5vkhxQUL8GZ1O3Zg	12577940	Lesser Poland	rdlphhxTUb6nLbmC2w	23424923	Poland	817	1	0.000003
h0_V.ENTUbyinNTc	2369639	13	0	42.093445	-71.046695				h0_V.ENTUbyinNTc	2369639	Brockton	E4eAiq1QUL8md1MqNw	12588711	Plymouth	.q5NMwBTUb5TMxKc	2347580	Massachusetts	nz.gsghTUb4c2WAecA	23424977	United States	818	1	0.000003
h7SCA.hTVrsKJVau	2416738	16	0	46.226655	-123.989489				h7SCA.hTVrsKJVau	2416738	Hammond	AadMDLJQUL_wGgEW_A	12589695	Clatsop	nWffZiZTUb4mWuFa	2347596	Oregon	nz.gsghTUb4c2WAecA	23424977	United States	819	2	0.000004
U9dYuVtQW7wWDhsp	1968183	12	0	32.167838	34.887084				U9dYuVtQW7wWDhsp	1968183	Kefar Sava				Qj76Qr1TUb68pL.y	2345792	HaMerkaz	7UA7SU5TUb71bzkMVw	23424852	Israel	820	1	0.000002
KUD.cWxVVr6c3rc	444240	16	0	-23.571687	-46.700499				0RylrWxVV79p49E	455827	Sao Paulo	0Cr2VGtQUL90cdamqg	12582314	São Paulo	RANHF.pTUb7n07l1	2344868	Sao Paulo	xQfoS31TUb6eduaTWQ	23424768	Brazil	821	1	0.000002
.6L.na5TWriw2fA1Hw	28288850	14	0	45.522555	-122.671494				Oc0MVktTVr1JQ7P5	2475687	Portland	f.DxheVQUL_EJ3Lt7Q	12589717	Multnomah	nWffZiZTUb4mWuFa	2347596	Oregon	nz.gsghTUb4c2WAecA	23424977	United States	822	2	0.000004
fv9aYOVTUbxOqdVv	2361199	15	0	40.687671	-73.957168				.skCPTpTVr.Q3WKW	2459115	New York	CldNEG9QUL_lkqUcYA	12589335	Brooklyn	ODHTuIhTUb75gdBu	2347591	New York	nz.gsghTUb4c2WAecA	23424977	United States	823	1	0.000003
5QPFvDpWUL7jFbc	724823	16	0	42.561192	12.648171				5QPFvDpWUL7jFbc	724823	Terni	h8ga4WBQUL8wVcpM8A	12591834	Terni	D6Xea_hWU7_lgkNo	7153347	Umbria	5QqgvRVTUb7tSzaDpQ	23424853	Italy	824	1	0.000003
mqcMjc1TWrhzYzZ8aw	28288702	15	0	32.708744	-117.164413				SfIakxdTVrLBCLcq	2487889	San Diego	jomuPC9QUL_Ei9HSMA	12587706	San Diego	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	825	1	0.000003
MVO08dlQULzUprzdfQ	12673262	15	0	48.867537	2.377445				EsIQUYZXU79_kEA	615702	Paris	.tpTHPFQUL.gM81.cQ	12597155	Paris	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	826	1	0.000002
qvlfaYpWVbiHFTA	772523	16	0	36.744296	-3.586864				qvlfaYpWVbiHFTA	772523	Salobreña	2IyhjV5QULwKLBIBRA	12602099	Granada	DbRw23lQUL_5EX_WEQ	12578029	Andalusia	oVKj1ohTUb5V1poSBg	23424950	Spain	827	1	0.000003
4b1CTpRTVrxzIJJH	2463583	16	0	37.783871	-122.307202				4b1CTpRTVrxzIJJH	2463583	Oakland	1IvHpmpQUL8ZId.pmA	12587670	Alameda	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	828	1	0.000003
q4YCQ09VUr16	4079	14	0	42.326125	-83.035397				q4YCQ09VUr16	4079	Windsor	4b6PJyNTW7lcJU053g	29375056	Essex	KAOZv3VTUb6vc1Fc	2344922	Ontario	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	829	1	0.000003
G2vBTYVWVb.j28s	775603	15	0	42.047269	2.263655				G2vBTYVWVb.j28s	775603	Torelló	ryk5Tt5QULwqbhVKIw	12602124	Barcelona	buY2USBQUL8KB8CtqQ	12578034	Catalonia	oVKj1ohTUb5V1poSBg	23424950	Spain	830	1	0.000003
jJjUk8xQUL.is9sZhA	12586357	11	0	26.673231	93.404903							jJjUk8xQUL.is9sZhA	12586357	Golaghat	f_MF4fhTUb57nTt2	2345741	Assam	kZ2lUVFTUb7CK_DAfA	23424848	India	831	1	0.000002
5i4D7IJTUrix5.bhcg	20229281	16	0	55.676637	12.577961				iHGCOnNUV75MYM0	554890	Copenhagen	6fLb_oJTWr9.L2vDZA	28583793	Copenhagen	RpwHf.hTWrlovyIl3w	28362583	Hovedstaden	wzcKZZdTUb7wa1WOFw	23424796	Denmark	832	1	0.000002
rBZYF0xQVb2T_g	17777	13	0	52.983583	-4.140644				rBZYF0xQVb2T_g	17777	Cwn Ystradllyn	lxAQMgBQULyTEjd1AQ	12602221	Gwynedd	rz2baDpQUL9yHWKSJw	12578049	Wales	cnffEpdTUb5v258BBA	23424975	United Kingdom	833	1	0.000002
LDcAbtlWV72reIo	757220	12	0	42.036353	2.889404				LDcAbtlWV72reIo	757220	Celrà	SDvoojFQULyclWg1oQ	12602125	Gerona	buY2USBQUL8KB8CtqQ	12578034	Catalonia	oVKj1ohTUb5V1poSBg	23424950	Spain	834	1	0.000003
6rCMwC1SUbwF	3369	12	0	45.421045	-75.694684				6rCMwC1SUbwF	3369	Ottawa	1kUtG6dTW7lcFZ6tVw	29375164	Ottawa	KAOZv3VTUb6vc1Fc	2344922	Ontario	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	835	2	0.000004
zd2IhCJUV7PPNjAg2A	55970963	15	0	37.749781	-122.410626				7.MJR8tTVrIO1EgB	2487956	San Francisco	.7sOmlRQUL9nK.kMzA	12587707	San Francisco	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	836	1	0.000002
wzXrgjZVV7IhSN0	458256	11	0	-13.629471	-38.888168				wzXrgjZVV7IhSN0	458256	Velha Boipeba	zSHK5HlQUL8gG_4FQg	12578296	Cairu	HTlt5udTUb7fwhxO	2344848	Bahia	xQfoS31TUb6eduaTWQ	23424768	Brazil	837	1	0.000003
bvHK5htTVr2nYyP8	2476440	16	0	34.542877	-112.456902				bvHK5htTVr2nYyP8	2476440	Prescott	AFIiOkhQUL.qhqRQLA	12587593	Yavapai	F1ZWoDVTUb4_LxuL	2347561	Arizona	nz.gsghTUb4c2WAecA	23424977	United States	838	1	0.000002
CprrVSVWULi.ji__	7226056	15	0	-31.925431	115.8236				rffGOmhQUrNZ6keW	1098081	Perth				UyYA4yVTUb4SXtKy	2344706	Western Australia	3fHNxEZTUb4mc08chA	23424748	Australia	839	1	0.000003
BG4MINxTVrLjdwou	2488042	15	0	37.332679	-121.887954				BG4MINxTVrLjdwou	2488042	San Jose	b3n8i7RQUL_rtDiYCQ	12587712	Santa Clara	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	840	1	0.000003
01XMMYtUWr91dTY	585442	14	0	47.906274	2.081544				01XMMYtUWr91dTY	585442	Chécy	.ZugYQ5QUL8zY748vQ	12597141	Loiret	5iR9_FBWU79PKpR_	7153314	Centre	lbWye9tTUb6GOcp80w	23424819	France	841	1	0.000002
.CkAdkVWUb5kTLU	734975	14	0	52.264703	6.140542				g0MiWONWULK4Tto	728683	Deventer	B72JSPdQUL9gSnSqrg	12592120	Deventer	Ho1STIpTUb5_pdtU	2346380	Overyssel	Exbw8apTUb6236fOVA	23424909	Netherlands	842	1	0.000003
Hy2.bq5TVr2vq9Ktsg	24716858	10	0	35.807233	140.182113				Hy2.bq5TVr2vq9Ktsg	24716858	Motono-mura	fIT6FT5TVrJ4Ry1y6w	24853996	Inba-gun	uBTVAJJTUb6bnNX5	2345854	Chiba Prefecture	W3QedCZTUb5Ez.rF.Q	23424856	Japan	843	1	0.000003
7P9Ny6NTUrgGkT.SLA	20219761	16	0	36.721639	-4.421567				0z.wjyRWVLyVQ18	766356	Malaga	pdyw4ktQULxaAViwpQ	12602102	Malaga	DbRw23lQUL_5EX_WEQ	12578029	Andalusia	oVKj1ohTUb5V1poSBg	23424950	Spain	844	1	0.000002
gOKF7A9TW7n7_qBETA	29343723	16	0	37.52169	15.114837				gOKF7A9TW7n7_qBETA	29343723	Santa Maria Della Carruba	Du9JyIRQUL.66LdHDg	12591830	Catania	e_a_hC9WU78dOVeI	7153344	Sicily	5QqgvRVTUb7tSzaDpQ	23424853	Italy	845	1	0.000003
EO0QNL9SV7iogA	35278	15	0	53.777554	-1.254308				EO0QNL9SV7iogA	35278	South Milford	2EB82pxQULw4Lxmonw	12602195	North Yorkshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	846	1	0.000002
Op6JFiJTUL3VT5_1.A	22720982	15	0	-37.821353	144.980521				Iq2oQgpQU7qg26nm	1103816	Melbourne				Md6gZhpTUb6Su6DT	2344705	Victoria	3fHNxEZTUb4mc08chA	23424748	Australia	847	1	0.000003
26BSeV9YVb0Frvw	977271	15	0	51.173861	4.147156				26BSeV9YVb0Frvw	977271	St Nicolas	TVMUay5QUL9uNkcEsg	12591764	St.-Niklaas	FpmPSkNWU7.4KJG8	7153304	Oost-Vlaanderen	KAx7uAdTUb4BXhB.8Q	23424757	Belgium	848	1	0.000002
GsNMT9dQUL.GP.RsTw	12597179	8	0	43.550538	3.952331							GsNMT9dQUL.GP.RsTw	12597179	Herault	HU5ywXxWU79B1LWJ	7153320	Languedoc-Roussillon	lbWye9tTUb6GOcp80w	23424819	France	849	1	0.000002
lLuWNXpTUbI3BsJo	2380511	16	0	42.334775	-71.031262				5MvaTZJTUbx1uPnP	2367105	Boston	VWDpFBNQUL.4PrJx4A	12588712	Suffolk	.q5NMwBTUb5TMxKc	2347580	Massachusetts	nz.gsghTUb4c2WAecA	23424977	United States	850	1	0.000002
4IVELAZTUbym0quO	2366905	12	0	38.97477	-92.741775				4IVELAZTUbym0quO	2366905	Boonville	5TboBXhQUL.7gfy4ZQ	12588992	Cooper	rLGx4JpTUb6lauZn	2347584	Missouri	nz.gsghTUb4c2WAecA	23424977	United States	851	1	0.000003
ToPfYj9QULwKg.j6FA	12680955	14	0	45.412475	9.395627				ToPfYj9QULwKg.j6FA	12680955	Paullo	s74hs3JQUL.eVayfFw	12591813	Milan	GuxuuU5WU78KYF2H	7153338	Lombardy	5QqgvRVTUb7tSzaDpQ	23424853	Italy	852	1	0.000002
TpQGMB9TUbnbzWMlxg	23393544	16	0	45.965984	-66.735903				TpQGMB9TUbnbzWMlxg	23393544	Douglas	ADbCFEtTW7nOxG3xUg	29375042	York	JnXDeRRTUb4LeDDn	2344918	New Brunswick	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	853	1	0.000002
Lmmxlu9TUrhy.M5bGw	20220080	16	0	41.413557	2.152976				p.gvf6dWV7k1Gpg	753692	Barcelona	ryk5Tt5QULwqbhVKIw	12602124	Barcelona	buY2USBQUL8KB8CtqQ	12578034	Catalonia	oVKj1ohTUb5V1poSBg	23424950	Spain	854	1	0.000002
bDOeDqNQW7lKwg	19311	15	0	51.203475	0.084457				bDOeDqNQW7lKwg	19311	Edenbridge	QlVqIr5QULw4CCMw9w	12602173		2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	855	1	0.000002
RtpMgPNXUbrqF08	630908	12	0	48.81828	2.10637				RtpMgPNXUbrqF08	630908	Versailles	dWQ_k9xQUL.2PB94yg	12597126	Yvelines	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	856	2	0.000004
SdVKf4RQULy3KhSx2w	12663778	14	0	50.642235	3.052997				BmD32MVXUrLgyNQ	608105	Lille	uw.HSihQUL8iS7Z_Xg	12597175	Nord	gPItiOtWU7__X3zw	7153324	Nord-Pas-de-Calais	lbWye9tTUb6GOcp80w	23424819	France	857	1	0.000003
h8zgZANTUrqcOklv0A	20076743	15	0	44.508817	11.024136				h8zgZANTUrqcOklv0A	20076743	Savignano sul Panaro	abQtAMBQUL.dNYY._g	12591819	Modena	xd.5Qv9WU7.oEka2	7153334	Emilia Romagna	5QqgvRVTUb7tSzaDpQ	23424853	Italy	858	1	0.000003
WOJcl49UV7L1_oLUBA	55863500	16	0	48.940349	2.466859				WOJcl49UV7L1_oLUBA	55863500	Le Blanc-Mesnil	daxqDftQUL.vFWIVqg	12597156	Seine-St.-Denis	QLdv_.RWU7_jEfrE	7153319	Ile-de-France	lbWye9tTUb6GOcp80w	23424819	France	859	1	0.000003
xbUTCplWVL8Ipz0	765419	15	0	42.326157	-0.611801				xbUTCplWVL8Ipz0	765419	Loarre	LBtabN9QULxcD98TLQ	12602105	Huesca	5ypV435QUL9d5oLgjA	12578030	Aragon	oVKj1ohTUb5V1poSBg	23424950	Spain	860	1	0.000003
FnjS3j5TVb6mFg	27454	12	0	50.696457	-2.211856				FnjS3j5TVb6mFg	27454	Longthorns	LkFpI2FQULwrgWruCQ	12602183	Dorset	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	861	1	0.000003
sqfCSGFTVLLCQ1zApA	26822689	16	0	49.013617	8.40071				ukFZOyVXVL5G0V0	664942	Karlsruhe	V7lVhndTUroKlHJd9g	20071085	Stadtkreis Karlsruhe	4RlaB8lTUb5UnfX4	2345481	Baden-Wurttemberg	h7eZVDlTUb50Btij9Q	23424829	Germany	862	2	0.000004
HCpWgrhTUb469.mUSQ	23404960	14	0	49.271234	-123.106083				lOfvpopYWrrC	9807	Vancouver	emTQ4FlTW7nupnbp2Q	29375222	Greater Vancouver	VjS6xONTUb6pGKV0	2344916	British Columbia	b9iFoOpTUb6KZ3MPGQ	23424775	Canada	863	1	0.000002
ZeIjoNxTUrqJjNzE5w	20089516	16	0	51.444142	-0.18336				hP_s5s9VVr5Qcg	44418	London	RcWoHEVTUb4U88DIPw	23416974	Greater London	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	864	1	0.000002
1KO0oRFTVrwMKih1	2464092	16	0	38.221353	-122.922195				1KO0oRFTVrwMKih1	2464092	Ocean Roar	V2NO5YxQUL8nrwLCyQ	12587690	Marin	NsbUWfBTUb4mbyVu	2347563	California	nz.gsghTUb4c2WAecA	23424977	United States	865	1	0.000002
NR.QHRRTU7OVRA	21962	16	0	51.318629	1.202855				NR.QHRRTU7OVRA	21962	Grove Ferry	QlVqIr5QULw4CCMw9w	12602173	Kent	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	866	1	0.000002
KDmGPrpTUbzVDI_I	2360208	10	0	28.37962	-81.55838				KDmGPrpTUbzVDI_I	2360208	Bay Lake	LxpJoolQUL8Man6vXg	12587850	Orange	IPbJb2lTUb4Y7tKw	2347568	Florida	nz.gsghTUb4c2WAecA	23424977	United States	867	1	0.000002
a1Hog8FTUrg6BFlUyg	20219705	16	0	41.649847	-0.887575				WbgnDbFWVbOLDw0	779063	Zaragoza	5zt03lFQULy7GaO0jg	12602107	Zaragoza	5ypV435QUL9d5oLgjA	12578030	Aragon	oVKj1ohTUb5V1poSBg	23424950	Spain	868	1	0.000003
UQEdl5BTUrv2TyTgZw	20150616	16	0	45.438084	12.335672				1kXEps9WUL8o6ro	725746	Venice	xoO4VRNQUL_w2ofxnw	12591860	Venice	YSDSzHFWU7.yQTRv	7153349	Veneto	5QqgvRVTUb7tSzaDpQ	23424853	Italy	869	1	0.000003
fjmHzRZUVLpKRgI	560743	15	0	53.344018	-6.276862				fjmHzRZUVLpKRgI	560743	Dublin				mgYikKxTUb4_Tgob	2345254	Dublin	SZmkZvhTUb5ZpbSWHw	23424803	Ireland	870	1	0.000002
7r2EOZhTVr6mO5P0	2440013	16	0	41.819151	-88.061803				7r2EOZhTVr6mO5P0	2440013	Lisle	3J2.q6FQUL.BCpXEPA	12588099	Dupage	BQEHmddTUb5GBtTz	2347572	Illinois	nz.gsghTUb4c2WAecA	23424977	United States	871	1	0.000002
3IjiuDJWW7IbdOE	798701	15	0	50.08891	14.419298				EdMZdzlWW7zUBG8	796597	Prague	2YH11OpQUL_RUiszgA	12582589	Prague	L9tJ2elTUro9dIjzTg	20070472	Hlavni mesto Praha	5iL78XNTUb6Q0TIacg	23424810	Czech Republic	872	1	0.000003
eoD2hcpTUrtnLN756A	20150280	16	0	43.770086	11.287647				ZPDshblWU7_DgSs	715496	Florence	C6o8Ss1QUL9Xt91OmQ	12591818	Florence	yU7tk6NWU795lMYh	7153345	Tuscany	5QqgvRVTUb7tSzaDpQ	23424853	Italy	873	1	0.000003
wJeeDF5WWrhJvnM	782493	14	0	47.362839	8.4958				ui1_E8pWWr43A18	784794	Zurich	DbGkB_9QUL_kJkiPOA	12593130	Zürich	UQXP2bFTUb60UhOc	2347107	Canton of Zurich	HfSZnNxTUb7.Mo5Vpg	23424957	Switzerland	874	1	0.000002
LPHEUftQVLKrGg	16827	12	0	53.687761	-1.864242				zVVtuG9TULsuBQ	22179	Halifax	AdI_EWRQULzhtN55nw	12602197	West Yorkshire	2eIY2QFTVr_DwWZNLg	24554868	England	cnffEpdTUb5v258BBA	23424975	United Kingdom	875	1	0.000003
0hhdIcZVUbw7Gg	43605	16	0	55.86732	-4.269121				ec7HT9FTU7snhw	21125	Glasgow	A13iC6tQULxVrNYeMQ	12602207	Strathclyde	tJEgy8VQUL8nXf9pFQ	12578048	Scotland	cnffEpdTUb5v258BBA	23424975	United Kingdom	876	1	0.000003
